"UniprotID.TF","Name.TF","total_targets","deg_targets","prop_deg","contrast","index"
"Q22910","ceh-31",293,9,0.0307167235494881,"RB2060_TR_vs_N2",0.276450511945392
"G5EF71","med-1",172,5,0.0290697674418605,"RB2060_TR_vs_N2",0.145348837209302
"O44131","-",172,5,0.0290697674418605,"RB2060_TR_vs_N2",0.145348837209302
"P20271","ceh-14",73,2,0.0273972602739726,"RB2060_TR_vs_N2",0.0547945205479452
"G5EBZ4","let-418",187,5,0.0267379679144385,"RB2060_TR_vs_N2",0.133689839572193
"Q09591","mix-1",285,7,0.0245614035087719,"RB2060_TR_vs_N2",0.171929824561404
"Q9BKT9","npp-13",41,1,0.024390243902439,"RB2060_TR_vs_N2",0.024390243902439
"G5EGF8","tlp-1",54,1,0.0185185185185185,"RB2060_TR_vs_N2",0.0185185185185185
"G5EFJ4","capg-1",285,5,0.0175438596491228,"RB2060_TR_vs_N2",0.087719298245614
"G5ED89","dcp-66",1,0,0,"RB2060_TR_vs_N2",0
"G5EE86","ttx-3",13,0,0,"RB2060_TR_vs_N2",0
"G5EEH5","mxl-1",2,0,0,"RB2060_TR_vs_N2",0
"G5EGN8","nhr-27",1,0,0,"RB2060_TR_vs_N2",0
"H2KYD3","-",1,0,0,"RB2060_TR_vs_N2",0
"O01819","tofu-4",12,0,0,"RB2060_TR_vs_N2",0
"O02224","ceh-79",3,0,0,"RB2060_TR_vs_N2",0
"O16749","ceh-83",2,0,0,"RB2060_TR_vs_N2",0
"O17828","prde-1",19,0,0,"RB2060_TR_vs_N2",0
"O44498","set-9",7,0,0,"RB2060_TR_vs_N2",0
"O44637","nhr-179",1,0,0,"RB2060_TR_vs_N2",0
"O44712","ahr-1",27,0,0,"RB2060_TR_vs_N2",0
"O45103","snai-1",3,0,0,"RB2060_TR_vs_N2",0
"O45521","nhr-111",2,0,0,"RB2060_TR_vs_N2",0
"O62412","nhr-232",31,0,0,"RB2060_TR_vs_N2",0
"P09088","mec-3",13,0,0,"RB2060_TR_vs_N2",0
"P17488","ceh-13",4,0,0,"RB2060_TR_vs_N2",0
"P20268","ceh-6",27,0,0,"RB2060_TR_vs_N2",0
"P22980","hlh-1",3,0,0,"RB2060_TR_vs_N2",0
"P26797","ceh-19",13,0,0,"RB2060_TR_vs_N2",0
"P34555","hlh-4",4,0,0,"RB2060_TR_vs_N2",0
"P41848","hmg-4",13,0,0,"RB2060_TR_vs_N2",0
"P41935","ceh-10",2,0,0,"RB2060_TR_vs_N2",0
